osm_id,code,fclass,name
"26699541","2203",cinema,Curzon Soho
"26699558","2304",pub,The Flying Horse
"26815254","2004",post_box,
"26816002","2004",post_box,
"26816010","2081",university,St Bartholomew's and the Royal London School of Medicine and Dentistry
"26817795","2511",convenience,Tesco Express
"26819169","2501",supermarket,Waitrose
"26819248","2901",toilet,Queensway
"26819333","2006",telephone,
"26819335","2006",telephone,
"26845558","2301",restaurant,Old Tree Daiwan Bee
"26975414","2004",post_box,
"26979398","2304",pub,Queen's Head
"26979399","2304",pub,The Metropolitan
"26979400","2304",pub,The Fig Tree
"26979401","2304",pub,Whelans
"26979403","2304",pub,The Three Tuns
"26979404","2302",fast_food,Five Guys
"26980206","2511",convenience,Nisa Local
"26980235","2304",pub,The Wonder
"26982478","2304",pub,The Pied Bull
"26982535","2304",pub,The King and Tinker
"26992533","2304",pub,General Napier
"26992679","2002",fire_station,
"26992933","2304",pub,The Honor Oak
"27017235","2304",pub,Sir John Balcombe
"27084532","2725",artwork,Cabot Square Railings
"27145630","2952",water_tower,
"27204205","2527",newsagent,WHSmith
"27242140","2004",post_box,
"27245287","2304",pub,The Shaftesbury Arms
"27248233","2006",telephone,
"27348824","2304",pub,Rose and Crown
"27349206","2304",pub,Cricketers Arms
"27349264","2301",restaurant,The Meeting Bar and Restaurant
"27359713","2004",post_box,
"27364392","2304",pub,No.8 Seven Sisters
"27386452","2120",doctors,
"27386453","2004",post_box,
"27408323","2304",pub,The Drapers Arms
"27408324","2505",department_store,Marks & Spencer
"27408513","2722",museum,Pitzhanger Manor House and Gallery
"27411455","2004",post_box,
"27411479","2004",post_box,
"27411557","2304",pub,North Nineteen
"27412196","2004",post_box,
"27413885","2006",telephone,
"27431854","2004",post_box,
"27475739","2304",pub,The Grove
"27475983","2304",pub,The Red Lion
"27476034","2304",pub,The Castle Inn
"27476300","2004",post_box,
"27476983","2304",pub,The Shanakee
"27476990","2304",pub,The North Star
"27477157","2304",pub,The Wheatsheaf
"27477159","2304",pub,The Haven Arms
"27477165","2004",post_box,
"27512718","2304",pub,Lots Road
"27591970","2006",telephone,
"27643865","2004",post_box,
"27718642","2304",pub,The Star Tavern
"28899321","2004",post_box,
"28899941","2004",post_box,
"29039088","2304",pub,The Queens Larder
"29269886","2722",museum,Madame Tussauds
"29372721","2401",hotel,Sundridge Park hotel and conference Ctr
"29622179","2004",post_box,
"29622186","2006",telephone,
"29622196","2004",post_box,
"29714490","2205",playground,
"29714491","2205",playground,
"29980929","2004",post_box,
"29989109","2004",post_box,
"29989110","2004",post_box,
"29989111","2004",post_box,
"29989112","2004",post_box,
"29989113","2004",post_box,
"29989114","2004",post_box,
"29989115","2004",post_box,
"30062723","2006",telephone,
"30062724","2006",telephone,
"30062725","2006",telephone,
"30062728","2006",telephone,
"30062730","2303",cafe,Perks and White
"30148812","2004",post_box,
"30151402","2701",tourist_info,Millennium Milepost Ladywell Fields
"30151952","2701",tourist_info,Millennium Milepost Catford
"30152199","2701",tourist_info,Millennium Milepost Bell Green
"30158063","2004",post_box,
"30158330","2004",post_box,
"30158331","2004",post_box,
"30159711","2004",post_box,
"30430121","2004",post_box,
"30430122","2004",post_box,
"30430123","2004",post_box,
"30430124","2004",post_box,
"30430125","2004",post_box,
"30430126","2004",post_box,
"30430127","2004",post_box,
"30430128","2004",post_box,
"30439791","2721",attraction,Stop 3 - The Great Pagoda
"30440982","2721",attraction,Stop 4 - Natural Area
"30441048","2721",attraction,Stop 5 - Brentford Gate
"30442251","2901",toilet,
"30442336","2901",toilet,
"30471492","2004",post_box,
"30480213","2004",post_box,
"30482156","2004",post_box,
"30483267","2004",post_box,
"30483366","2304",pub,The Park Tavern
"30484259","2005",post_office,Kingston Vale Post Office
"30512931","2304",pub,The Cardinal
"30584447","2521",gift_shop,Mia Wood
"30585304","2304",pub,The Bayswater Arms
"30585310","2006",telephone,
"30585312","2004",post_box,
"30592666","2004",post_box,
"30592674","2304",pub,Prince Albert
"30629721","2004",post_box,
"30630718","2004",post_box,
"30631417","2004",post_box,
"30669307","2004",post_box,
"30669329","2004",post_box,
"30669336","2004",post_box,
"30669337","2004",post_box,
"30669338","2304",pub,The Rose of York
"30669339","2004",post_box,
"30759349","2004",post_box,
"30759381","2004",post_box,
"30759383","2004",post_box,
"30784115","2004",post_box,
"30784137","2004",post_box,
"30793149","2004",post_box,
"30793153","2304",pub,Tommy Flynns
"30794684","2004",post_box,
"30794992","2006",telephone,
"30863479","2724",memorial,Walter de la Mare
"30880146","2004",post_box,
"30952173","2004",post_box,
"31057949","2004",post_box,
"31060529","2203",cinema,Vue Purley Way
"31098615","2004",post_box,
"31098618","2004",post_box,
"31098619","2004",post_box,
"31098625","2004",post_box,
"31247039","2004",post_box,
"31247040","2004",post_box,
"31247045","2304",pub,The Shawl
"31247068","2004",post_box,
"31247069","2304",pub,Salt Bar
"31247083","2006",telephone,
"31247084","2006",telephone,
"31247086","2004",post_box,
"31247087","2004",post_box,
"31275782","2304",pub,The Lord Palmerston
"31282157","2004",post_box,
"31282173","2004",post_box,
"31282174","2004",post_box,
"31282175","2004",post_box,
"31282203","2301",restaurant,
"31282211","2004",post_box,
"31282212","2004",post_box,
"31304391","2004",post_box,
"31314241","2401",hotel,DoubleTree by Hilton Hotel London - Marble Arch
"31365529","2004",post_box,
"31401670","2031",recycling_glass,
"31401762","2004",post_box,
"31401951","2004",post_box,
"31402050","2031",recycling_glass,
"31402051","2006",telephone,
"31402052","2004",post_box,
"31414745","2004",post_box,
"31414778","2004",post_box,
"31414779","2602",atm,
"31437627","2004",post_box,
"31437643","2129",veterinary,Medivet Veterinary Clinic
"31437645","2602",atm,
"31437646","2007",library,Roxeth Library
"31437648","2005",post_office,South Harrow Post Office
"31452360","2305",bar,Bar Story
"31469354","2004",post_box,
"31472615","2004",post_box,
"31472678","2004",post_box,
"31472692","2004",post_box,
"31472693","2006",telephone,
"31472695","2501",supermarket,Siragro Food & Wine
"31472696","2006",telephone,
"31472697","2101",pharmacy,Shilun's Pharmacy
"31472768","2004",post_box,
"31472795","2005",post_office,Sudbury Post Office and Store
"31472797","2304",pub,The Swan
"31472798","2101",pharmacy,C.K. Pharmacy
"31472862","2004",post_box,
"31472874","2121",dentist,Harrow Road Dental Surgery
"31472891","2031",recycling_glass,
"31472901","2006",telephone,
"31472911","2004",post_box,
"31475733","2006",telephone,
"31475734","2004",post_box,
"31476171","2006",telephone,
"31476173","2101",pharmacy,Curapharm Chemist
"31476173","2514",chemist,Curapharm Chemist
"31552164","2004",post_box,
"31552263","2004",post_box,
"31552266","2004",post_box,
"31552276","2101",pharmacy,Vantage Dispensing
"31552277","2006",telephone,
"31937041","2004",post_box,
"31937094","2004",post_box,
"31937186","2004",post_box,
"31937418","2005",post_office,Upper Mulgrave Road Post Office
"31937418","2527",newsagent,Upper Mulgrave Road Post Office
"31937480","2004",post_box,
"31937497","2004",post_box,
"32237718","2004",post_box,
"32351202","2004",post_box,
"32351912","2004",post_box,
"32351913","2006",telephone,
"32453176","2006",telephone,
"32453395","2004",post_box,
"32544804","2082",school,Wood End Infant School
"32544806","2101",pharmacy,Bright Health Pharmacy
"32544807","2305",bar,Ryan's Bar
"32544814","2120",doctors,Greenford Road Medical Centre
"32546054","2602",atm,
"32546352","2004",post_box,
"32546482","2101",pharmacy,Kings Pharmacy
"32547158","2006",telephone,
"32547675","2004",post_box,
"32591867","2602",atm,
"32654216","2004",post_box,
"32654217","2004",post_box,
"32921722","2305",bar,Lazy Ballerinas
"32930251","2907",camera_surveillance,
"33077538","2304",pub,Duke of Cambridge
"33077565","2304",pub,Duke of York
"33101954","2304",pub,Turnpike House
"33116988","2304",pub,The Black Horse
"33168865","2004",post_box,
"33169819","2004",post_box,
"33172953","2004",post_box,
"33173310","2004",post_box,
"33228431","2082",school,Hounslow Heath Infant and Nursery School
"33228440","2082",school,Hounslow Education Centre
"33228443","2082",school,Hounslow Heath Junior School
"33378270","2901",toilet,
"33497682","2304",pub,Lord Nelson
"33540641","2004",post_box,
"33583650","2304",pub,The Sun
"33612319","2004",post_box,
"33612326","2004",post_box,
"33612327","2004",post_box,
"33633389","2004",post_box,
"33665748","2004",post_box,
"33665766","2004",post_box,
"33665770","2004",post_box,
"33665778","2304",pub,Rose & Crown
"33706450","2004",post_box,
"33706601","2004",post_box,
"33706606","2004",post_box,
"33706612","2004",post_box,
"33706618","2004",post_box,
"33706619","2004",post_box,
"33706621","2004",post_box,
"33706623","2004",post_box,
"33706628","2004",post_box,
"33706631","2004",post_box,
"33706633","2005",post_office,Norbury Post Office
"33706635","2004",post_box,
"33706636","2004",post_box,
"33706637","2004",post_box,
"33706638","2004",post_box,
"33706640","2005",post_office,Streatham Hill Post Office
"33706641","2004",post_box,
"33706644","2004",post_box,
"33706645","2004",post_box,
"33717215","2004",post_box,
"33717225","2002",fire_station,Beddington & Wallington Fire Station
"33717231","2004",post_box,
"33717280","2006",telephone,
"33717876","2004",post_box,
"33869545","2004",post_box,
"33869591","2514",chemist,Medipharmacy
"33869594","2004",post_box,
"33869620","2004",post_box,
"33869667","2723",monument,Wallington War Memorial
"33869688","2004",post_box,
"33869747","2004",post_box,
"33869765","2004",post_box,
"33869776","2201",theatre,Charles Cryer Studio Theatre
"33869777","2006",telephone,
"34190586","2304",pub,The Woodlands Tavern
"34190682","2304",pub,The Swan Inn
"34190698","2301",restaurant,Cinnamon Lounge
"34190721","2304",pub,The Red Lion
"34578728","2031",recycling_glass,
"34578754","2511",convenience,Tesco Express
"34578765","2006",telephone,
"35123482","2701",tourist_info,Millennium Milepost O2 Arena
"35127673","2701",tourist_info,Millennium Milepost Tripcock Point
"35129639","2701",tourist_info,Millennium Milepost Crossness Sewage
"35131367","2701",tourist_info,Green Chain
"35132183","2701",tourist_info,Millennium Milepost Erith
"35136656","2004",post_box,
"35136657","2006",telephone,
"35544370","2004",post_box,
"36188371","2004",post_box,
"36212737","2004",post_box,
"36212741","2004",post_box,
"36212744","2005",post_office,Field End Road Post Office
"36212745","2004",post_box,
"36214438","2101",pharmacy,Kings Pharmacy
"36214440","2511",convenience,Londis
"36216886","2120",doctors,Simpson House Medical Centre
"36216902","2004",post_box,
"36217541","2304",pub,The Horseshoe Bar
"36219577","2004",post_box,
"36221088","2004",post_box,
"36222576","2101",pharmacy,Parade Pharmacy
"36223764","2511",convenience,Costcutter
"36269450","2004",post_box,
"36270036","2004",post_box,
"36270090","2031",recycling_glass,
"36271242","2004",post_box,
"36312229","2101",pharmacy,Medipharmacy
"36312258","2031",recycling_glass,
"36312259","2501",supermarket,Co-op Food
"36312304","2004",post_box,
"36312307","2004",post_box,
"36312308","2005",post_office,Carshalton Post Office
"36314175","2304",pub,Coach & Horses
"36314176","2004",post_box,
"36314177","2004",post_box,
"36314178","2004",post_box,
"36314192","2004",post_box,
"36446497","2901",toilet,
"36470160","2006",telephone,
"36470220","2082",school,Wood End Academy (Junior)
"36470221","2004",post_box,
"36487478","2304",pub,Hare and Hounds
"36496996","2505",department_store,TK Maxx
"36509078","2004",post_box,
"36509097","2301",restaurant,The Royal
"36509164","2101",pharmacy,Church Pharmacy
"36511105","2527",newsagent,P J News
"36511118","2004",post_box,
"36585191","2304",pub,The Woodman
"36591829","2005",post_office,The Beeches Post Office
"36591833","2004",post_box,
"36675817","2004",post_box,
"36675819","2120",doctors,Hillview Surgery
"36678035","2004",post_box,
"36678038","2006",telephone,
"36678042","2004",post_box,
"36679515","2004",post_box,
"36679518","2120",doctors,St Mark's Medical Centre
"36681419","2004",post_box,
"36681422","2004",post_box,
"36681423","2120",doctors,
"36681785","2004",post_box,
"36681787","2004",post_box,
"36683878","2004",post_box,
"36683896","2004",post_box,
"36684036","2004",post_box,
"36684351","2006",telephone,
"36684352","2004",post_box,
"36684378","2511",convenience,Station Convenience Store
"36684379","2302",fast_food,Maggies Fish & Chip
"36684383","2303",cafe,Café Express
"36685542","2304",pub,The Royal Oak
"36727950","2004",post_box,
"36728153","2004",post_box,
"36728202","2005",post_office,Raynes Park
"36728205","2006",telephone,
"36868088","2304",pub,The Railway
"36869280","2304",pub,The Grumpy Mole
"36869293","2004",post_box,
"36871896","2030",recycling,
"36882453","2004",post_box,
"36931014","2004",post_box,
"36931208","2004",post_box,
"36931384","2004",post_box,
"36931876","2004",post_box,
"36932165","2004",post_box,
"36932168","2004",post_box,
"36932336","2004",post_box,
"36955963","2004",post_box,
"36969174","2007",library,Cheam Library
"36989169","2304",pub,The Harrow
"37124413","2004",post_box,
"37124435","2304",pub,The Railway Tavern
"37124467","2004",post_box,
"37124475","2722",museum,Carshalton Water Tower
"37124491","2004",post_box,
"37154996","2006",telephone,
"37154997","2004",post_box,
"37155030","2101",pharmacy,SG Barai Pharmacy
"37155032","2005",post_office,Florian Avenue Post Office
"37155037","2304",pub,The Butterchurn
"37155053","2004",post_box,
"37155064","2004",post_box,
"37155067","2004",post_box,
"37155069","2511",convenience,Best-one
"37160049","2101",pharmacy,Kamsons Pharmacy
"37552361","2601",bank,Santander
"37552362","2101",pharmacy,Frith's Chemist
"38901952","2723",monument,Carshalton War Memorial
"38935912","2542",bicycle_shop,Evans Cycles
"39101059","2563",car_rental,Avis Heathrow
"39601041","2304",pub,Harvest Home
"39663028","2304",pub,Horse & Groom
"39664904","2004",post_box,
"39685823","2203",cinema,Odeon Wimbledon
"39741897","2304",pub,The Sultan
"39840415","2602",atm,
"40175029","2006",telephone,
"40175299","2004",post_box,
"40175751","2004",post_box,
"40175763","2004",post_box,
"40175772","2304",pub,The Nightingale
"40757091","2004",post_box,
"40766310","2602",atm,
"40985263","2004",post_box,
"40985266","2101",pharmacy,V E Lettsom Pharmacy
"40998559","2031",recycling_glass,
"41006537","2006",telephone,
"41006540","2004",post_box,
"41006544","2031",recycling_glass,
"41006549","2004",post_box,
"41027353","2304",pub,The King Harold
"42219816","2004",post_box,
"42220032","2511",convenience,Spar
"42220082","2004",post_box,
"42220089","2005",post_office,Medway Parade Post Office
"42220098","2101",pharmacy,
"42232447","2004",post_box,
"42239365","2004",post_box,
"42246467","2004",post_box,
"42246480","2004",post_box,
"42292858","2030",recycling,
"43500718","2120",doctors,Macmillan Way Medical Centre
"45059768","2004",post_box,
"45088160","2030",recycling,
"45265824","2601",bank,NatWest
"45265874","2501",supermarket,Iceland
"45271577","2005",post_office,Harold Wood Post Office
"45273242","2303",cafe,Station Cafe
"45273747","2502",bakery,Williams Bakery
"45273871","2511",convenience,Nisa Local
"45274552","2501",supermarket,Co-op Food
"45276256","2561",hairdresser,Images
"45276431","2602",atm,
"45284148","2543",doityourself,B&Q
"45286517","2121",dentist,
"45288052","2004",post_box,
"45292830","2302",fast_food,Bamboo Garden
"45293688","2301",restaurant,Bombay Palace
"45298307","2302",fast_food,McDonald's
"46714849","2304",pub,The Baring Arms
"46921377","2006",telephone,
"47733711","2302",fast_food,The Frying Pan
"48202189","2005",post_office,London Fields Post Office
"48705631","2120",doctors,Bethnal Green Health Centre
"48740710","2004",post_box,
"48928542","2006",telephone,
"48928545","2006",telephone,
"48928547","2006",telephone,
"48928559","2004",post_box,
"48928562","2006",telephone,
"48928564","2004",post_box,
"48928593","2006",telephone,
"48928595","2304",pub,London Hospital Tavern
"49233948","2501",supermarket,Sainsbury's New Barnet
"49300213","2004",post_box,
"49300405","2304",pub,The Temperance
"49311845","2501",supermarket,Waitrose
"49311908","2304",pub,The Volunteer
"49314952","2304",pub,The Colonel Fawcett
"49319602","2304",pub,The Marlborough Arms
"49518061","2004",post_box,
"49518091","2004",post_box,
"49569883","2006",telephone,
"49786715","2004",post_box,
"49879534","2511",convenience,Morrisons Daily
"49879537","2005",post_office,North Finchley Post Office
"50015370","2006",telephone,
"50453784","2304",pub,The White Hart Inn
"50453906","2304",pub,The Duke of Cambridge
"50761310","2004",post_box,
"50944784","2004",post_box,
"50944788","2006",telephone,
"52356880","2004",post_box,
"52356894","2004",post_box,
"52356897","2004",post_box,
"52735443","2004",post_box,
"52735489","2004",post_box,
"52735495","2030",recycling,
"52735499","2004",post_box,
"52735548","2006",telephone,
"52735554","2006",telephone,
"52735562","2006",telephone,
"52735575","2006",telephone,
"52755412","2304",pub,The Duke of Wellington
"52755417","2006",telephone,
"52755433","2030",recycling,
"52787116","2030",recycling,
"52787118","2251",sports_centre,Queensbridge Sports & Community Centre
"52787123","2004",post_box,
"52813526","2006",telephone,
"52813541","2004",post_box,
"53428926","2004",post_box,
"53447474","2031",recycling_glass,
"54070004","2901",toilet,
"56446211","2304",pub,The Crown
"57730534","2304",pub,The Lord Clyde
"59169435","2304",pub,The Bolton
"59367436","2302",fast_food,The Good Year
"59651717","2304",pub,The Bulstrode Pub
"59931333","2401",hotel,easyHotel Victoria
"59932133","2302",fast_food,KFC
"59933337","2304",pub,Shirley Inn
"60029883","2004",post_box,
"60029884","2004",post_box,
"60030740","2303",cafe,Greedies
"60093128","2511",convenience,Tesco Express
"60124508","2724",memorial,William Booth
"60240570","2951",comms_tower,Alexandra Palace transmitter
"60264280","2004",post_box,
"60266183","2006",telephone,
"60269652","2121",dentist,Perivale Dental Practice
"60270586","2005",post_office,Great Greenford Post Office
"60270588","2004",post_box,
"60277007","2724",memorial,Leonard Montefiore
"60307094","2304",pub,The Cricketers
"60459552","2004",post_box,
"60459553","2004",post_box,
"60460599","2006",telephone,
"60473138","2082",school,Noak Hill School
"60660465","2302",fast_food,Farmer J
"60660542","2004",post_box,
"60661040","2511",convenience,Tesco Express
"60763366","2004",post_box,
"60779721","2004",post_box,
"60779760","2005",post_office,Wealdstone Post Office
"60779761","2007",library,Wealdstone Library
"60942286","2004",post_box,
"61282220","2004",post_box,
"61282225","2004",post_box,
"61282231","2030",recycling,
"61937679","2304",pub,The Goose at the George
"61947415","2304",pub,The Hop Poles
"61947416","2304",pub,The Jolly Farmers
"61955733","2304",pub,The Stag
"61978940","2304",pub,Jolly Butchers
"61987558","2304",pub,The Wheatsheaf
"62795820","2565",car_sharing,
"64698462","2602",atm,
"64811055","2542",bicycle_shop,Compton Cycles
"64812866","2004",post_box,
"65095110","2301",restaurant,Tratorria Raffaele
"69140555","2004",post_box,
"69140620","2004",post_box,
"69307494","2004",post_box,
"69394243","2004",post_box,
"70754244","2031",recycling_glass,
"75108135","2004",post_box,
"76660110","2304",pub,The Greystoke
"80007065","2907",camera_surveillance,
"82538439","2004",post_box,
"82587011","2004",post_box,
"82627408","2004",post_box,
"82627414","2006",telephone,
"82627447","2004",post_box,
"82701641","2004",post_box,
"82772087","2004",post_box,
"83736781","2004",post_box,
"86164964","2004",post_box,
"86165002","2004",post_box,
"86165094","2004",post_box,
"87355103","2304",pub,The Sir Julian Huxley
"89125490","2304",pub,The Bricklayers Arms
"89125621","2304",pub,Ye George Inn
"89125652","2304",pub,O'Neils
"89484781","2251",sports_centre,South Croydon Sports Club
"90272342","2304",pub,Fox Under The Hill
"90703543","2201",theatre,Theatre 62
"91189186","2004",post_box,
"91189190","2004",post_box,
"91868754","2082",school,Cuckoo Hall Primary School
"91931812","2004",post_box,
"92560386","2304",pub,The Jolly Gardeners
"93190281","2030",recycling,
"94243629","2724",memorial,William Booth
"94244330","2120",doctors,Albion Health Centre
"94247210","2907",camera_surveillance,
"95046739","2907",camera_surveillance,
"95989441","2723",monument,Edward VII
"96008565","2301",restaurant,Bistrotheque
"96219132","2907",camera_surveillance,
"96229448","2301",restaurant,Mithai Ghar
"98160772","2004",post_box,
"98160780","2004",post_box,
"98170592","2304",pub,Duke of St. Albans
"100505774","2004",post_box,
"100505779","2006",telephone,
"100505798","2031",recycling_glass,
"100505801","2004",post_box,
"106227688","2304",pub,The Swan
"108035448","2304",pub,The Nottingham Castle
"108035487","2006",telephone,
"108035497","2004",post_box,
"108035514","2301",restaurant,A toca
"108035518","2005",post_office,South Lambeth M.S.P.O
"108035522","2004",post_box,
"108035524","2006",telephone,
"114247742","2004",post_box,
"114247750","2004",post_box,
"116097320","2304",pub,The Alice
"116097730","2304",pub,The Lion Houndsditch
"123643039","2907",camera_surveillance,
"123984146","2004",post_box,
"128329850","2304",pub,The Camel
"129996650","2304",pub,The Swan and Mitre
"130115248","2004",post_box,
"130157090","2004",post_box,
"130157250","2101",pharmacy,AP Chemist
"130157307","2602",atm,
"130159294","2005",post_office,Merton Post Office
"130159372","2301",restaurant,Venus
"130159445","2301",restaurant,Corleone
"130210673","2303",cafe,The Serpentine Lido Cafe
"130216826","2301",restaurant,Nando's
"130220511","2304",pub,Wattenden Arms
"130223836","2733",archaeological,Merton Priory Chapter House
"130224287","2251",sports_centre,(Unoccupied)
"130240786","2008",town_hall,Merton Civic Centre
"130292370","2004",post_box,
"130577719","2304",pub,The Bell and Crown
"130577747","2304",pub,The Bull's Head
"132221414","2004",post_box,
"132564079","2004",post_box,
"132636993","2004",post_box,
"132764683","2004",post_box,
"132957893","2301",restaurant,Alba
"132960560","2304",pub,The Phoenix
"132978018","2301",restaurant,Ferndales
"133191330","2511",convenience,Tesco Express
"134616931","2724",memorial,Eltham War Memorial
"134686677","2004",post_box,
"134900011","2304",pub,The Maypole
"134903987","2004",post_box,
"136804270","2004",post_box,
"137786695","2006",telephone,
"137790430","2511",convenience,Dhara News
"137790992","2511",convenience,Cost u Less
"137791309","2514",chemist,Medichem Pharmacy
"137791776","2511",convenience,Stepney Fruit & Veg
"140402946","2007",library,Shepherd's Bush Library
"140680732","2004",post_box,
"140681851","2303",cafe,Starbucks
"140697749","2302",fast_food,Greggs
"142435502","2305",bar,135 bar & lounge
"142436112","2511",convenience,Cambridge Supermarket
"142528191","2543",doityourself,Leyland SDM
"144094891","2302",fast_food,Bagel Bite
"144122753","2511",convenience,Becky's Convenience Store
"148782410","2304",pub,The White Ferry
"150547655","2724",memorial,Enfield War Memorial
"150609647","2304",pub,Prince Of Wales
"151022197","2724",memorial,Cranford WW2 Memorial
"151025575","2004",post_box,
"153507251","2013",nursing_home,Beecholme Nursing Home
"153620231","2304",pub,The Moon on the Hill
"156704793","2602",atm,
"158685115","2724",memorial,Speke Memorial
"158855401","2004",post_box,
"158863959","2006",telephone,
"160548974","2304",pub,The Morgan Arms
"165971878","2030",recycling,
"165981608","2031",recycling_glass,
"166585125","2724",memorial,
"166612962","2304",pub,The Rising Sun
"166967411","2304",pub,The Pembroke Castle
"169140424","2304",pub,The County Arms
"169140546","2304",pub,The Hope
"169353101","2006",telephone,
"169355678","2301",restaurant,Bon Gusto
"169359416","2011",embassy,Embassy of the Republic of North Macedonia
"169367547","2030",recycling,
"169368767","2301",restaurant,Bank Restaurant & Bar
"169373136","2568",laundry,Prime Dry Cleaners
